message,label
人工客服,25
申请短信邀请送188,9
"吴国安，15777225633，979389985@qq.com
",4
还有我昨天明明是玩了10000多投注量的，怎么才只有4000多的,15
jjq1314,4
邮件/邮箱/短信收到的优惠,18
游戏账号:L8483585,4
还没到账了？,1
转人工,25
转人工,25
客服,25
数字货币买不了,4
5032109097rq0yurm,4
充值未到账,1
"是你们的问题 我存款不跳转卡号出来我咋存
",1
充值未到账,1
dg不可以登入了,17
sosyuye33,4
如何充值USDT(泰达币),1
转人工,25
哎呀第一次 出款这么慢 真的,2
转人工,25
处理什么呀？,21
是充值不起有风空,1
***，充值了不认账,1
怎么添加,4
提款未到,2
13153523632,4
转人工,25
你好我的账号被冻结了,4
"帐号解冻,L8189639",4
jun03095,4
转人工,25
这么负责,19
加的客服老是不通过是怎么搞的,25
yb554908,4
还有老玩家回归有红包卷吗,9
之前银行卡转账不是还可以200，现在怎么都是一千，这是什么情况？,18
快点,21
付款了,1
孙飞 13047402555 1393309453@qq.com,4
下午1点给我说处理都现在了都还没处理,21
我直接充值在优惠哪里领取使用可以吗,18
转人工,25
没有充值渠道,1
申请注册彩金在哪里领取,7
不需要充值吧？,1
转人工,25
转人工,25
pt 老虎机 怎么进不去,19
aur6862512,4
凭此信截图 8 8，搞A、G栢休育，祺猅，T宽1稳冈 pt130.cc 进7,18
p08544669426880,4
w202002,4
转人工,25
短信特邀注册送多少,7
充值500需需要打多少流水？才能提现？,2
"还没到账啊
",1
帐号：18682456984，给我冻结掉,4
那我刚玩得飞艇&nbsp; 返水是几个点总查得到吧？,11
注册日期这还记得住啊,25
同意下,4
你好我转款转到你们账号上面去了怎么办,5
我发你几回了,7
连接专属,25
你好，你能把我的优惠券换成300的吗,9
充值没到,1
OK,4
现在手机号登录的  密码也忘了,3
VIP相关问题,14
欢乐棋牌里面游戏一个也玩不了,19
mm155137,4
q706040,4
用户名是L8089673,4
你那边查不到吗？,21
"收到你们的短信啊
无语",18
LH945134,4
转人工,25
那个存300送46%的那个优惠券,18
微信没反应,1
shi1008,4
L88817283,4
转人工,25
老子要改一个无法收验证码的手机号,22
红包咨询,9
有红包吗,9
我充值100实际到账90。。那算我充值100还是90,1
shao d,6
没有别的充值通道能充100吗,1
15283203525,4
连审核都没审核完,2
asabi888,4
存款通道呢,1
手机号码18659688176,1
q452070,4
给我取消了,2
注册彩金,7
这是啥情况,4
您好客服,25
不能户内转账,5
我都没有上游戏,19
如何领取体验金,7
短信特邀彩金领取,9
我存款怎么还没到账tlp1234567银行转账,1
查到了吗,21
L88553080,4
我昨天是没有充值，我前天充值了5300元,1
都不可以啊nbsp; nbsp;nbsp;,4
ruirui6688,4
那不用了,1
这个存款也没到账啊,1
LH8188718,4
短信邀请,9
没收到。,1
优惠问题,18
tiner12,4
2460221269@qq.com,4
吉祥八龙头很难中,4
转人工,25
特邀送88？,9
转人工,25
看图,4
让朋友充值，怎么不可以了？,1
转人工,25
pf7852478,4
平时都是秒到账，这都快8个小时了没审核完？,2
15535298555,4
优惠问题,18
f842278226,4
我手快电成侯着了,4
nb690319李崇伟提现没给完,2
充值问题,1
AG进不去是什么原因,19
存款到不了了是吗,1
转人工,25
邮件/邮箱/短信收到的优惠,18
yy121205,4
这不是我自己注册的,7
我刚刚充上钱，怎么还没到账,1
好长时间了,4
电脑上使用的,9
提现问题,2
五点申请到现在,18
怎么解决呢,21
登陆收不到验证码,7
都一个小时了,2
miao199204,4
未开通手机快捷登录,17
提现还没到账？,2
存款未到账,1
昨天收到的短信,18
18705103626,4
那我的钱呢？,1
存款未到账,1
115,4
13559783721,4
转人工,25
lh8673578,4
怎么AG百家乐进不去了,19
我的提款状态始终待处理啥时候能提款啊,2
充值怎么没有到账,1
给我发的短信,18
短信特邀,9
我收到你们发的短信上面说凭短信截图送118元彩金是不是真的,18
l8013341,4
ang123321,4
dafa58,4
几点给,11
凭此信截图128，搞A、G栢休育，祺猅，T宽1稳冈：fc180.cc进开心,25
没有啊 切后台算不算,4
专属客服不回我信息呀,25
vip7788,4
那就不充了，充值金额越来越高,1
13459811833,4
客服在吗,25
已经处理了1个小时了,21
664004860hxr,4
转人工,25
沙巴体育进不去,19
账号密码转人工,25
"你好
收到短信",18
提款显示已审核，多久到账,2
如果没有提前结算，为什么开始又会显示有，后面又瞬间没有了？,2
LH833062,4
查到吗,21
我要你们平台炸骗平台,24
要充值,1
收到短信截图领188,18
18062684449,4
提现问题,2
申述失败,19
转人工,25
苏圣军,4
中病毒了？,4
存款未到账,1
a166993469,4
这咋玩啊,4
出现这个页面,17
15855904744,4
支付宝提款已审核什么意思啊,2
存款错误了,1
好了吗,21
你们帮解冻,4
麻烦发一下论坛网址,17
下面这个账号,4
我的邮箱对不,18
然后再过一个多小时，就自动取消了,2
提款没到账,2
提现问题,2
把这个新人福利给我领取一下,18
转人工,25
L850239,4
联系人工客服,25
xie537112,4
网银转账未到账,1
凭信截图主册宋118，冈：lehu20.net,25
受到限制了,4
这个送108送吗,18
L8183436,4
充值,1
Tp的流水没打,10
"特邀送108真的吗
",9
还没退我9号充的说72小时退,2
我收到你们发来的短信说凭短信截图可以领彩金吗,18
a_hk88,4
唐亮,4
游戏马上到期了,19
都这么长时间了给个说法,2
优惠转人工,18
老虎机平台,24
13666111960,4
目前不能充值吗,1
没到账,1
现在账号是这个了,4
一天了都没法充值,1
都特吗没审核你既然告诉我审核通过了,2
段文平 mm128,18
15021508878,4
存款未到账,1
刚才问你的,1
半夜人还多,4
下载失败,15
yb1221828,4
没有qq,4
好了，这是最后一次，,18
有没有什么优惠 下注充值之类达到一定金额的彩金,18
签到彩金,18
13913547562,4
不能存款，都显示银行已关闭,1
提款怎么还没出款,2
我的账号登入不了，显示密码错误或用户名错误，你们客服说让电话客服给我打电话，到现在也没收到电话呢,25
给我退回来，我不出款了,2
都是要联系客服,25
人工,25
好的，明白了，谢谢你了,4
我是今天给你致电的，萍此信截图䕘1 0 8，1氺媞！   冈 ：qybet79.vip入,25
提款了处理下哈,2
对救援金的派发金额有疑问或没领到,8
14727606861,4
我不记得我注册账户,4
很久了不记得了,4
"pg
游戏推荐",24
88优惠卷几杯流水,10
你看看几点了？,18
没到账,1
直接扣哦1800你们什么意思,18
转人工,25
银行卡问题,6
88红包在哪领,18
15725726616,4
18874773419,4
转人工,25
好了吗,21
确定吗？,4
L8039651,4
我用的是快捷,1
你听不懂话,4
看看是不是这个,18
刘福达,4
多少下关系大吗？,18
救急金红包优惠券,9
L888877595,4
今天兑换了188送258的红包，但是免费游戏没有收到,18
转人工,25
18628586835,4
xn871203,4
a735790&nbsp; &nbsp; 635 没有到账,1
转人工,25
没人了,4
申请存送彩金,18
你好&nbsp;,4
充值没到,1
都几分钟了，存款怎么还没到帐？,1
网银转账未到账,1
不带这么玩的吧,19
手机号，银行卡都是本人的它显示不行,6
提款说明/限制/核实,2
现在我只有你们这一个平台，半年没有玩之前那个新葡京平台了,24
好了吗,21
亚博,4
存款太慢了,1
LH8196132,4
jeff0519,4
yb6360415,4
没有账号,4
提现问题,2
l8228515,4
在线密码,3
转人工,25
ron916888,4
转人工,25
在线支付未到账,1
mahui6868,4
b4269851,4
转人工,25
我转完款，就没看见人了,1
领108,4
15113137789,4
LH877385,4
"a516999
",4
账户L88151741&nbsp; 付款人姓名张鹏杰&nbsp;,22
PT老虎机,24
还没注册,7
转人工,25
18951338889,4
齐发改名字了,22
直接不说话了,1
你好收到短信送38,18
主账户转到cp9,5
验证不了图,7
我的账号是a17897533857啊,4
转人工,25
15253383606,4
魏二平，15203497757,4
查好了吗,21
短信特邀彩金88,9
提现末到,2
我上面发了一张图片给你没看到吗,18
转账多转了两元，所以一直没到账,1
难道还不够清楚么,7
你刚才说审核完毕了....怎么不到账呢..,2
下载进不去,15
还有我累计充值那么多有没有什么线下活动,18
活动/彩金/礼品/优惠券遇到异常,18
提现怎么还不到账,2
存款存不进去，全被拦截了,1
给个支付宝的账号？,1
qtf1980,4
L8388751,4
qwert999000,4
短信特邀彩金申请,9
收到短信，特邀，发截图送88注册彩金,7
刚才客户说中国银行维护查不了,20
提现还没有到账呢,2
你说一下卡号尾数 ,6
你们专门给我审核,2
首存优惠,12
提款了没收到钱,18
收到了吗？,18
dxx369258,4
llm335114,4
人工,25
13604120685,4
wujiajia,4
我的天每个客服都这样说,25
8202941,4
申请一个红包玩一会儿游戏,9
优惠问题,18
转人工,25
转人工,25
转人工,25
不行,1
zhigang725,4
"人工客服
",25
这短信就是注册188吗,7
tt199015,4
充值问题,1
转人工,25
昨天，前天都是58万,18
联系人工客服,25
转人工,25
去你姥姥得几十元9月|号你们就查到网络原因没到账说退款！还叫我发什么,2
q1311026,4
那个,18
我想问下我的专属客服是谁,25
申请转运礼金红包,9
转人工,25
存款未到账,1
"   我用 2681056965@qq.com
 这个邮箱 发送的。我现在只想喊你给我查一下 有没有收到",18
你好美女能帮我提现审核通过一下吗？,2
咨询短信特意,18
10个游戏8个游戏维护,20
亲，怎么存款行行又关闭了,1
q919370,4
"我账号tss0813
",4
提款啦被冻结,4
提现,2
充值未到账,1
支付宝提现500没有到账,2
转人工,25
为啥还不到,1
新注册的玩家，有什么优惠呀,7
AG游戏掉线进不去，或有未完成游戏,19
我这个动不动就连接失败,15
转人工,25
是不是送188,18
下载了谷歌浏览器 还是进不去AG国际厅,17
点击下载就是打不开,15
会扣吗,4
zqx123456,4
"刚刚打电话给我
说100送88
",18
刚才很好一把牌给弄没了,1
银行 转账也不行,1
我申请的体育首单包赔怎么没到阿,18
汇款人没错，但是卡号好像错了，他有两张中行卡，我汇到其他那张卡里了,2
提现处理下,2
q 968266,4
大妹子弃恶从善吧，别再干着工作了，太没有人性啦,4
你们后台财务出款的是怎么说？,2
充值好了,1
新人会员注册好了,7
微信充值没有到账,1
你们的网址不行,17
回信息快点好不好,21
存好了 ，谢谢,4
提款怎么还没有到账？,2
one1314,4
手机银行里显示不出来,1
刚才银行卡信息重复的,7
毛片网址打不开啊,17
转人工,25
我的账号里户能不能转账了,5
这个分可以放多久,21
"让我饿死吗
",4
让我录屏，银行app不让录,1
不是我虚拟币的啊,4
只有一个数字钱包可以充,1
电话客服可以解决吗,21
你没没看存单吗,4
游戏问题,19
充值充不了啊 没有渠道,1
能不能取消？,4
充值问题,1
提款现在也没到,2
存款没到账,1
账号6889059,4
平时都是秒到的,4
转人工,25
限制ip吗？,17
我这连个彩金也没有吗,18
你好短信说送128彩金真的吗？,18
搞笑的吧,4
你不是人工嘛,25
网址,17
手机14795923237,22
提款又慢,2
还要等，搞鸡巴迈,4
不行,1
麻烦送一下彩金,18
是的我冲值很多次了没有成功,1
一串莫名其妙的提示…,19
游戏进不了,19
为什么在早上才能申请啊  现在不行吗,9
ob体育 注单号1734864798981756,19
你们平台被警察调查了么,19
尊享充值几点在线啊,1
人工客服,25
1581590829@qq.com,4
"为什么我的交易又关闭了
",1
你好，我怎么邀请朋友打？,16
提款取消,2
转人工,25
有一个单子半小时了还没结算,9
18177157585,4
转银行卡，微信直接转可以不,1
填什么信息我忘记了,4
yb2269647,4
优惠问题,18
提现没到账,2
转人工,25
微信扫码充100到89,1
转人工,25
开通一下小额通道,20
我手机很久注册的,25
短信啥意思，送我88？,18
墨迹,1
l805891586,4
显示的低于300才收,1
发短信送我188彩金,18
2000,1
支付宝提现要多久,2
短信特邀,9
四万五,4
在哪充的,4
转人工,25
下面这个是账号,4
存款未到账,1
充了2000,1
100送88吧,18
网址多少,17
转人工,25
龙八的吧,4
l8476025,4
转人工,25
a8570309,4
现在不在线？,1
存款未到账,1
没有使用过，麻烦帮忙处理,21
怎么还没到账,1
胡清,4
我问你优惠送多少,18
我先注册账号,25
怎么违规了，我赌体育啊,19
abc131689,4
17607124155,4
快点吧,21
cklckl,4
houyu816充值没到账,1
我又发了一遍他还说再发就取消我申请的资格,18
zll112233,4
网银转帐,1
充值未到账,1
怎么下载你们那个uem,15
安装不上,15
充不上,1
短信特邀188,9
停掉龙8的,4
15773948466,4
我从你们平台的充值通道进去，支付的，并且支付成功，是你们提供给我的方式，难道我还要自己承担？,1
支付宝扫码,1
以前都可快的,4
刚才给你发的图片看不到,1
拜年,4
刚刚有人打电话给我说给我红包,9
有没有优惠,18
yb284667,4
提现不到,2
1321470090,4
还没到吗,1
15875142317,4
如何领取体验金,7
真不咋滴,4
我也不知道是绑定的哪一个,6
这明显空转了,4
11824.,4
压个屁重注，压2.4块，最后的三百饭钱，流水打了不到五百，你们太厉害了,18
这个彩金怎么领取,18
l8785499  李壮,4
账户里啊,4
存款没到,1
能不能解决？,21
15776396665,4
单独发个可以复制的网址嘛,17
L8165190,4
虚拟币那些怎么弄,4
转人工,25
转人工,25
申请红包,9
我都103w了，还不能升级，你们这是杀鸡儿情况,14
齐发的,4
大概维护到几点,20
人工客服,25
Xiangyu,4
存款未到账,1
凭（短）娶88，不先有戏，媞：qm7794.com,18
转人工,25
专属客服怎么联系,25
要好久,21
19164939191,4
17786676163,4
申请8彩金 w199803041,18
什么活动啊,18
转人工,25
人工客服,25
fanqi666,4
邮箱也忘记了。,4
转人工,25
转人工,25
是俩毛五吗,4
18838995346,4
a150961080,4
网银转账未到账,1
这个,17
最快1天 最慢3天对吧,4
游戏账号zyaizl,4
这几百就当喂狗了,1
体验金8-88/DT免费旋转的领取方式及规则,7
充值问题,1
龙雪梅  陈世友,4
要弹出来怎么回事,19
13218327623,4
LH8908670,4
yb701439,4
转人工,25
13412381500,4
 我取了2100元还没有到账，tagwang,1
cjw001  充值未到账,1
赖坤能641489882@qq.com,4
之前都秒到账啊,1
13688193558,4
转人工,25
我点的你们那个金额都不行,1
有浏览器要求吗,17
微信冲值成功账户上没钱,1
liu080808,4
都一个多小时了,21
存款了就有的送吗？,1
yb07366,4
充值未到账,1
LH8375811,4
你好 我的微信扫码存款存不上呢 ,1
打完我就睡觉了,4
晚点是多久,21
站内信,4
手机短信收到的,18
L8507179,4
18983406771,4
充值问题,1
18633322322,4
充值问题,1
LH8837752,4
账号是L8783983,4
PG如何查询游戏记录,24
转人工,25
充值未到账,1
陈雪,4
申请幸福彩金,18
这与账号没关系呀！,4
确实是转到了，你们就说没收到,5
不给我时间的？没底的？,18
连胜申请EAZCI1000771,18
13666035008,4
我怎么找不到呢,1
没有注册,7
没有充钱呀。,1
我刚才取那个签到彩金的，怎么没有了,18
qm572861,4
微信支付100扣了手续费实际到账是90,1
tq528609,4
yb2625320,4
yjy1988888,4
现在注册还有吗,7
人工,25
客服说我有一个138的优惠券，怎么没了？,9
我这个58投注彩金，怎么不能领啊,18
怎么这流水变少了,10
流水够了，不能转账,10
qyn1993,4
取消提款,2
那我有号了还怎么注册呀,7
联系人工客服,25
充值充不上,1
为什么我的pt国际不能玩,19
我说能到账吗？,1
我可是超级会员了，还黑我钱？,14
网址全都不行,17
wq0475,4
aa198706,4
转人工,25
好了吗,21
领彩金,18
收到短信送188是什么优惠,18
百家乐输赢返多少,24
足球,4
给老子把账户销户了,4
陈可心,4
转人工,25
领取短信特邀彩金,9
cdj2855,4
L888410282,4
提现问题,2
麻烦美女了,1
不是凭此短信送88吗,18
转人工,25
转人工,25
开户充值福利,1
所有渠道都充不了值啊,1
黄虎生，609509669@qq.com。。。。。。13599876578,4
无法访问网页,17
提现问题,2
转人工,25
收到短信来,18
注册送不,7
n606060,4
L8446944,4
都一个礼拜了,9
老虎机pt都打不开,19
提款没到,2
如何添加专属客服？,25
wy0715，存款没到账,1
是这个,17
在不在,4
早就审核完成，但是没到账,2
那钱那里去了,7
我里面有5块玩不了啊,19
谷歌,25
这短信什么意思,18
来个网址,17
我的提款没到账,2
哪个手机号是微信微信号？,1
提款麻烦催下，谢谢,2
下载了,15
本月新优惠,18
现在连记录都没有，只有支付宝的扣款记录,24
转人工,25
转人工,25
提现一个多小时了，还没到账,2
邮件/邮箱/短信收到的优惠,18
如何使用支付宝扫码,1
转人工,25
zzy9288,4
这都半个多小时了,2
15169475019,4
一键收回主账户,4
那个地址不是你们的吗？,17
转人工,25
我不问问题的好吗,19
yd940906,4
"账户:yb507821
姓名:王燚
充值未到账",1
你们的游戏现在是没有办法玩了,19
LH8687723,4
现在最新网址是多少,17
发啥嘛？,4
查了没,21
100送88,18
提供了能咋滴？,4
钱到底好久到,21
满五百才能提现?,2
本月新优惠,18
牛强强。15305673289,4
优惠券，兑换不了,9
又关了,4
我服,4
充值未到,1
好了吗,21
游戏问题,19
看见了吗,4
没有接到电话,22
我弄了不行,1
一句话,4
已经发送了,1
邮箱忘了,4
充值未到账,1
L8079104,4
打不开,19
我是先问清楚，然后我在玩游戏的,4
就是网页打不开啊,17
存款渠道关闭,1
现在要多少能充充,4
转接,4
人工,25
看到了,18
速度快点,21
b507888,4
L8391952,4
差不多一个小时没到然后我在看状态被取消了 什么意思,2
503210910hycf1hjc,4
怎么我提现半小时了还没到,2
我让别人帮我查也显示成功了,1
跟我有什么关系,18
手机银行转账没到账,1
上面不啊写9.23号吗,19
能不能催下我的提款,2
短信128是,18
还没动静呢怎么,4
你那里帮我删除了，我重新绑定定,6
roy888,4
流水够吗？,10
提款还没有到账？,2
转人工,25
八月27提的款,2
申请体育包赔活动 账号 y986696,18
请问谷歌怎么下载,15
yb528552,4
麻烦了，谢谢,1
要手续费要7元吗，我怎么在其他平台没有呀？,2
她和我在一起,4
zd950829,4
打不开直接,19
转人工,25
充值没有到账,1
注册送彩金,7
马上20分钟了,1
moxie333,4
存款未到账,1
uf720641,4
我就怕你们给他出款啊，他工商和建设卡已经被封了，刚被封，刚跟我说的,4
18666078700,4
什么原因？,4
你看是怎么回事额,1
转人工,25
网银转账通道什么时候可以打开,1
虚拟币充不了,4
国际,15
存款保险金,1
"马上2点了
",4
大概多久,21
转人工,25
还有不到账,1
人工客服,25
"游戏进不去
",19
网银转账什么时候开出来,5
怎么添加,4
这是什么意思,4
快一点补货啊，不领红包了,9
17612754889,4
没有账户,4
官网网址多少？,17
存款人姓名江鹏程,22
"那你们前次怎么搭进去的？
",4
他没回复我,4
救援金是要自己领取吗？还是系统自行发送,8
没人领,4
17815148321,4
aaa1478,4
128在哪里领,18
"之前注册的账号不能领取嘛
",25
？？我现在申请,18
怎么下载？,15
DT游戏进不去(含官网进不去),19
转人工,25
人工,25
我要找人工客服,25
是怎么回事,1
转人工,25
转人工,25
你好，我AG真人打不开，但是里面有288。可不可以给我转到bbin里面去？我没有流水自己转不了,5
108,4
dengj480,4
在不在,4
说是我注册了给我送彩金,7
sw,4
转人工,25
你好！提现未到,2
这边提现风险充值不了,2
米洽我怎么下载不了啊,15
我充值1001为什么显示充值999.4,1
这叫正常吗？,2
还不行吗？,1
15065797327,4
妹妹申请下连赢,9
为什么提现处理中这么久？,2
转人工,25
申请lucky7几个小时了怎么还不到,7
转人工,25
qing9999,4
能不能申请个转运包,9
zhjx138,4
领取彩金,18
17878104946提现没到,2
还没注册。先咨询一下,7
转人工,25
你一个月工资起码有10w吧,4
好的 尽量快点,21
快点,21
转人工,25
yb011477,4
guoqizhi01,4
那你们怎么不明天再发,4
注册姓名 赵宏伟,22
qm108886,4
LH8083865,4
转人工,25
行不行。两个半小时了,1
手机下载不了app,15
网银转账未到账,1
客服没有办法申请么。 ,8
这是怎么回事,19
那存款没有红包存送，输多少就返多少吗,18
"L8849015
",4
lh8722219,4
转人工,25
L8254958,4
提现问题,2
提现每次不低于500?,2
优惠转人工,18
我没有朋友,16
新人任务，福利多多、惊喜不断,18
本金300几倍流水,18
我提款没有到,2
都还没有用过虚拟币,1
这个不是吗,17
有时候怎么是上午呀,4
我问客服的时候可是好好的 昨天才给我送的！,25
哪里设置提现密码,2
短信截图188的那个白金怎么领？,18
帮我查查我总共提了多少钱呗,5
游戏还要审核吗,2
账号18327001048,4
转人工,25
qm140621,4
OK,4
先不是可以处理嘛,21
转人工,25
存款三天了都没到帐怎么办,1
存款未到账,1
那我这里可以退了？,1
我的存款怎么还没到账,1
还是没有声音,4
18580190319,4
你帮我查询下,21
首存多少送118,12
转进去就显示要把里面的9块先用完,19
88嘞？,18
邮件我也发了,18
快点给我刷了,21
进不去,19
没有拦截,4
大约时间,18
转人工,25
行不行给句话。耽误时间,4
网银存款用不了吗,1
优惠转人工,18
这个是咋玩的,17
AG也是转得进去不能进入游戏 今天怎么了呢,19
xj197825,4
yb936169,4
申请100送88存送券,18
密码忘了,3
怎么下载,15
注册送彩金,7
lb27445680,4
L8502612,4
lhmchat.ume66.com ,4
查提现,2
q431943,4
L88616111,4
yb584139,4
怎么没看到账户清单的选项？,5
就是用这网址下的,17
怎么账户里没有,4
怎么原因,4
什么原因呢,4
&nbsp;我点忘记密码 没反应,3
还么注册,7
"都进不去
",19
什么时候能到,2
提现很久没收到款,2
13087789840,4
转人工,25
我需要一个能够打开的网址nbsp;,17
麻烦你在线转到专属客服,25
充值没到账,1
15813028795,4
我现在就要用啊,4
提醒,4
充值都不让了？,1
麻烦帮我看一下 我可以参加什么优惠活动,1
麻烦您了,1
不支持访问什么意思？,17
啥意思,4
shenhaon1,4
转人工,25
这是什么,4
转人工,25
？？送128？,18
检测啥呀，我啥也没玩，要玩估计也就打了一场篮球估计，怎么就注单异常了，搞不懂,11
我想改成以前的手机号和邮箱,22
dh5695,4
aqz235,4
你好，存款通道在维护吗,20
17623567921,4
一个半小时没有提款成功,2
短信说注册188,7
转人工,25
申请注册彩金,7
按照你们这上面的回拨电话，为什么就接了？不说话就挂掉了,19
中秋礼品发送,18
睡觉了，免得深夜到,4
2个小时了,2
这是什么活动,18
LH8086932,4
官网问题转人工,25
18759699373,4
我这里也着急,1
怎么样？,1
转人工,25
提现问题,2
到底咋了，啥游戏都进不去，心动女主播进不去，霸道总裁也进不去，还让不让玩了！,19
无法充值,1
既然没成功还一定要扣除1888元合理吗,2
手机,22
看不到你说话,4
美女，我注册好几年了，怎么还是新会员,7
这个彩金,18
这怎么领取,18
要不我在转给他0.45,5
充值未到账,1
优惠问题,18
yb0101378,4
18577076963,4
转人工,25
18334814197,4
怎么恢复，我申述？,4
优惠券是要打本和优惠券的流水吗,9
怎么样了？,1
我要申请月救援红包啊,8
这个188怎么领取的呢,18
好几个小时了 怎么还没有到账,2
怎么处理,21
都不行呀,1
帮我查询,21
女篮结,4
其他 用户 咋充值的呢？,1
平台游戏多也没用,24
申请100+88,18
说让我截图给我发的信息送我88,18
转人工,25
已经注册了,25
大概需要多久呢,21
充值没到账,1
咋没有影院了呢,4
邮件/邮箱/短信收到的优惠,18
转人工,25
怎么我申诉重置手机号码两次都查询失败,21
"账号
LH8552832",4
然后呢,1
我超,4
玩不了的话我冲进去的钱可以直接提现吗,19
顾超勇,4
唉，充值不到帐的,1
无法存款,1
谢谢，帮忙催的快点,21
客服打电话说我的手机号码可以申请彩金，要怎么申请,18
转人工,25
那前面的1002都可以啊,24
充值没到账,1
15879490802,4
两天了,4
是不是有188,18
存款未到账,1
您好我有一笔存款没到帐,1
一直在加载中,19
郑静娟啊,4
yb304693提款没到账,2
14750302112,4
"手续费太高了
没法玩",1
最近输得很惨,9
短信特邀,9
首次充值有什么优惠,12
转人工,25
cy5230,4
这个专属客服不回复,25
还有我昨天申请的转运红包呢？,9
快点查,21
17897722331,4
账号junlin666,4
17620607574,4
17358401817,4
为什么看不到交易记录,21
优惠转人工,18
帮我看一下新人有什么优惠卷,9
投注一倍流水才可以提现什么意思？,2
那还要多久才能到？,21
存款未到账,1
刚刚打电给送彩金88哪里申请,18
前几天还能存200，现在最少300了，真的是还嫌输得不够吗，,18
18516687439,4
怎么充值,1
送个转运红包先,9
这个不是按时间顺序从下到上排列的吗,18
"你能帮我查下账号吗
",4
解答你吗,4
ly068,4
特邀,9
转人工,25
充值没到账,1
qy903566,4
如何绑定USDT(泰达币)钱包,6
转人工,25
APP/客户端不能登录,15
提现要多长时间,2
a245322,4
转人工,25
汪俊豪,4
zyj2006cj提现还没到账,2
转人工,25
一样的,4
179670909@qq.com,4
我等了3-4个小时了,2
美女，为啥dt好多游戏打不开呢,19
提现问题,2
我刚中免费游戏就给我弹出来了,18
88还是888哦,18
刚来就冲了3000了，没法玩了,1
13634139136,4
18666078700,4
得多长时间？,4
20分钟了还没审核,2
转人工,25
他手机验证码几次都不成功吗？,7
有问题吗？,19
上次问都没人回覆,4
szw1985,4
我刚才有个户内转账到哪了,5
不是那个号码是liqiang131479,18
"为什么不在
",4
不是送108吗，怎么送的,4
明天让你们客服给我来电话,25
查好了吗,21
邮件/邮箱/短信收到的优惠,18
你好我存款没有到账,1
而不是一个一个继续并提醒还差多少,17
百家乐和牛牛,24
a078681,4
短信特邀,9
是出现脏话还是什么？,19
转人工,25
忘记账号登录密码了,4
这短信啥意思,18
你们这个可以领取吗,18
请问现在是用哪个APP买卖虚拟币的呢,15
转人工,25
收到短信特邀,9
转人工,25
正常：,2
有ume客服回下消息,25
申请存款优惠券,1
人不在了吗,4
hsq12345678,4
刚才接到电话说注册送彩金怎么没有呢,7
充值没有到账,1
邱虎15251255489,4
提款都1个小时了不到账,2
我的一笔6500提款，请问什么时候到账？,2
13727166090,4
这个是我的帐号,4
你好，新开户存300送188彩金要多少倍流水才可以提款,7
黑色就代表安装不了,15
莫名其妙的，我也是老玩家了,7
怎么领取呢,18
L88603884     500,4
支付宝扫码未到账,1
最后一次   ,7
注册送彩金吗？,7
不会是分10个月送吧,18
账号密码不记得了,4
帮查下充值未到账,1
姓名李伟,22
转人工,25
我重新登录一下吧,17
千亿小爱,4
给我充值上分,1
App下载不了,15
可以帮我查一下我这个账号安不安全吗,4
没收到啊,1
149568892,4
网银转账未到账,1
申请彩金,18
那个打不开,19
专属客服的下载网址发一下,25
能给我人工渠道充值吗,1
收到钱没有点数嘛,1
不是说给我送个大红包吗？,9
好了 添加了 谢谢,4
djmix,4
网银转账未到账,1
而且没到账,1
hxx11553315,4
转人工,25
"维护到什么时候
",20
能不能查,21
专属优惠一定要找专属客服申请吗?,25
我现在打了很多流水了,10
充值问题,1
kang2990,4
速度,2
你们刚才邮箱给我回了 我又回过去了 然后怎么就没有回复了呢,1
优惠转人工,18
充值没到账,1
"9个小时了
",2
未到账,1
提现问题,2
我的手机号码已经没有用了，换了号码,22
多少倍流水啊,10
转人工,25
跟你们说我验证码收不到，你们根本没有给我解决，我还要怎么等啊,7
qy338105,4
我能不着急吗输四千多了,4
L8860656,4
我绑定交通的，然后系统说，已经绑定成功,6
9月专属福利。,18
shuli168,4
我想平台送个优惠券给我,9
怎么下载啊,15
sjc1122,4
laosan2019,4
"少一个客户吧
",2
优惠问题,18
pt游戏怎么玩不了？,19
我头一次玩就审核3小时？,2
q383666,4
快点快点,21
手机APP加入不受限制,15
我账号被冻结了,4
申请转运红包,9
月饼礼盒单号查询,18
充值不了咋玩嘛？,1
结果对了还输,4
送的话帮我送一下,4
帮我取消一下刚的出款,2
没了，谢谢,4
我本金的300没有动  然后提现彩金  把我本金300吞了,18
tianxila,4
充值未到账,1
短信特邀彩金,9
哦哦哦,4
打不开,19
害得老子又输了  曹**,4
LH8600852,4
还装逼,4
转人工,25
刚给我打电话说给我送了108元彩金 我登录上来怎么没看见呢,18
好的，那我就不问了,4
转人工,25
帮领取下,18
我这会儿还能充不，别充了再进不去,19
我要查询充值/提现记录,21
没意思,4
"人工服务
",25
充值没到,1
提款了没收到钱,18
充值未到账,1
老用户收到的,7
那你让我给你帐号干嘛,4
成人电影打不开,19
怎么提款还不到账呢,2
怎么样,1
pt自助洗码怎么不行阿,11
申请转运红包,9
wan158,4
恩恩,4
所有都是？？？,4
还没有注册，我问你这活动真实吗,7
"App下载链接
",15
网站怎么打不开呢,17
l8401073,4
b019989,4
打开就这样，其他都可以打开,19
我等了一个多小时了,21
转人工,25
账号qq972899,4
口令红包，不会弄,9
充值未到账,1
还在核实吗,4
18206103055,4
